year ,team1,team2,team1_score,team2_score,toss_winner,toss_choice,winner,margin,man_of_the_match,stadium,place
2011,Deccan Chargers,Pune Warriors,136,137,Deccan Chargers,Bat,Warriors,6 wickets,Mitchell Marsh,Rajiv Gandhi International Stadium,Uppal
2011,Kings XI Punjab,Mumbai Indians,163,87,Mumbai Indians,Field,Kings,76 runs,Bhargav Bhatt,Punjab Cricket Association Stadium,Mohali
2011,Rajasthan Royals,Royal Challengers Bangalore,146,151,Royal Challengers Bangalore,Field,RCB,9 wickets,Sreenath Aravind,Sawai Mansingh Stadium,Jaipur
2011,Chennai Super Kings,Delhi Daredevils,176,158,Chennai Super Kings,Bat,Super,18 runs,MS Dhoni,MA Chidambaram Stadium,Chepauk
2011,Kochi Tuskers Kerala,Kings XI Punjab,178,181,Kings XI Punjab,Field,Kings,6 wickets,Dinesh Karthik,Holkar Cricket Stadium,Indore
2011,Kolkata Knight Riders,Royal Challengers Bangalore,,105,Royal Challengers Bangalore,Field,RCB,4 wickets,Chris Gayle,M Chinnaswamy Stadium,Bangalore
2011,Deccan Chargers,Mumbai Indians,135,125,Deccan Chargers,Bat,Chargers,10 runs,Amit Mishra,Wankhede Stadium,Mumbai
2011,Kings XI Punjab,Delhi Daredevils,170,141,Delhi Daredevils,Field,Kings,29 runs,Piyush Chawla,Himachal Pradesh Cricket Association Stadium,Dharamsala
2011,Rajasthan Royals,Kochi Tuskers Kerala,97,98,Kochi Tuskers Kerala,Field,Kochi,8 wickets,Brad Hodge,Holkar Cricket Stadium,Indore
2011,Pune Warriors,Deccan Chargers,136,138,Deccan Chargers,Field,Chargers,6 wickets,Amit Mishra,Dr DY Patil Sports Academy,Mumbai
2011,Kings XI Punjab,Royal Challengers Bangalore,232,121,Kings XI Punjab,Bat,Kings,111 runs,Adam Gilchrist,Himachal Pradesh Cricket Association Stadium,Dharamsala
2011,Chennai Super Kings,Kochi Tuskers Kerala,152,141,Chennai Super Kings,Bat,Super,11 runs,Wriddhiman Saha,MA Chidambaram Stadium,Chepauk
2011,Pune Warriors,Kolkata Knight Riders,118,119,Kolkata Knight Riders,Field,KKR,7 wickets,Yusuf Pathan,Dr DY Patil Sports Academy,Mumbai
2011,Mumbai Indians,Rajasthan Royals,133,134,Mumbai Indians,Bat,Royals,10 wickets,Shane Watson,Wankhede Stadium,Mumbai
2011,Deccan Chargers,Kings XI Punjab,198,116,Kings XI Punjab,Field,Chargers,82 runs,Shikhar Dhawan,Himachal Pradesh Cricket Association Stadium,Dharamsala
2011,Delhi Daredevils,Pune Warriors,,,5,No Toss,No,No result,5.07,PLAYER NAMEOMRWEcon,
2011,Chennai Super Kings,Royal Challengers Bangalore,128,129,Royal Challengers Bangalore,Field,RCB,8 wickets,Chris Gayle,M Chinnaswamy Stadium,Bangalore
2011,Kolkata Knight Riders,Mumbai Indians,175,178,Mumbai Indians,Field,Mumbai,5 wickets,James Franklin,Eden Gardens,Kolkata
2011,Royal Challengers Bangalore,Chennai Super Kings,175,177,Chennai Super Kings,Field,Super,6 wickets,Suresh Raina,Wankhede Stadium,Mumbai
2011,Kolkata Knight Riders,Mumbai Indians,147,148,Mumbai Indians,Field,Mumbai,4 wickets,Munaf Patel,Wankhede Stadium,Mumbai
2011,Royal Challengers Bangalore,Mumbai Indians,185,142,Mumbai Indians,Field,RCB,43 runs,Chris Gayle,MA Chidambaram Stadium,Chepauk
2011,Chennai Super Kings,Royal Challengers Bangalore,205,147,Chennai Super Kings,Bat,Super,58 runs,Murali Vijay,MA Chidambaram Stadium,Chepauk
2010,Kolkata Knight Riders,Deccan Chargers,161,150,Deccan Chargers,Field,KKR,11 runs,Angelo Mathews,Dr DY Patil Sports Academy,Mumbai
2010,Mumbai Indians,Rajasthan Royals,212,208,Mumbai Indians,Bat,Mumbai,4 runs,Yusuf Pathan,Brabourne Stadium,Mumbai
2010,Kings XI Punjab,Delhi Daredevils,142,146,Delhi Daredevils,Field,Daredevils,5 wickets,Gautam Gambhir,Punjab Cricket Association Stadium,Mohali
2010,Royal Challengers Bangalore,Kolkata Knight Riders,135,136,Kolkata Knight Riders,Field,KKR,7 wickets,Manoj Tiwary,Eden Gardens,Kolkata
2010,Deccan Chargers,Chennai Super Kings,190,159,Deccan Chargers,Bat,Chargers,31 runs,Chaminda Vaas,MA Chidambaram Stadium,Chepauk
2010,Rajasthan Royals,Delhi Daredevils,141,142,Delhi Daredevils,Field,Daredevils,6 wickets,Virender Sehwag,Sardar Patel Stadium,Motera
2010,Kings XI Punjab,Royal Challengers Bangalore,203,204,Kings XI Punjab,Bat,RCB,8 wickets,Jacques Kallis,M Chinnaswamy Stadium,Bangalore
2010,Chennai Super Kings,Kolkata Knight Riders,164,109,Chennai Super Kings,Bat,Super,55 runs,MS Dhoni,Eden Gardens,Kolkata
2010,Mumbai Indians,Delhi Daredevils,218,120,Delhi Daredevils,Field,Mumbai,98 runs,Sachin Tendulkar,Feroz Shah Kotla,Delhi
2010,Rajasthan Royals,Royal Challengers Bangalore,92,93,Royal Challengers Bangalore,Field,RCB,10 wickets,Jacques Kallis,M Chinnaswamy Stadium,Bangalore
2010,Delhi Daredevils,Chennai Super Kings,185,190,Delhi Daredevils,Bat,Super,5 wickets,Matthew Hayden,Feroz Shah Kotla,Delhi
2010,Deccan Chargers,Kings XI Punjab,170,164,Kings XI Punjab,Field,Chargers,6 runs,Andrew Symonds,Barabati Stadium,Cuttack
2010,Rajasthan Royals,Kolkata Knight Riders,168,134,Rajasthan Royals,Bat,Royals,34 runs,Abhishek Jhunjhunwala,Sardar Patel Stadium,Motera
2010,Mumbai Indians,Royal Challengers Bangalore,151,155,Mumbai Indians,Bat,RCB,7 wickets,Jacques Kallis,Brabourne Stadium,Mumbai
2010,Deccan Chargers,Delhi Daredevils,171,161,Deccan Chargers,Bat,Chargers,10 runs,Andrew Symonds,Barabati Stadium,Cuttack
2010,Kings XI Punjab,Chennai Super Kings,136,136,Chennai Super Kings,Field,Tied,Tied,Rusty Theron,MA Chidambaram Stadium,Chepauk
2010,Kolkata Knight Riders,Mumbai Indians,155,156,Kolkata Knight Riders,Bat,Mumbai,7 wickets,Sachin Tendulkar,Brabourne Stadium,Mumbai
2010,Royal Challengers Bangalore,Chennai Super Kings,171,135,Chennai Super Kings,Field,RCB,36 runs,Robin Uthappa,M Chinnaswamy Stadium,Bangalore
2010,Rajasthan Royals,Kings XI Punjab,183,152,Kings XI Punjab,Field,Royals,31 runs,Adam Voges,Punjab Cricket Association Stadium,Mohali
2010,Delhi Daredevils,Royal Challengers Bangalore,183,166,Royal Challengers Bangalore,Field,Daredevils,17 runs,Kedar Jadhav,M Chinnaswamy Stadium,Bangalore
2010,Chennai Super Kings,Mumbai Indians,180,181,Mumbai Indians,Field,Mumbai,5 wickets,Sachin Tendulkar,Brabourne Stadium,Mumbai
2010,Deccan Chargers,Rajasthan Royals,148,151,Deccan Chargers,Bat,Royals,8 wickets,Yusuf Pathan,Sardar Patel Stadium,Motera
2010,Kolkata Knight Riders,Kings XI Punjab,183,144,Kolkata Knight Riders,Bat,KKR,39 runs,Manoj Tiwary,Punjab Cricket Association Stadium,Mohali
2010,Rajasthan Royals,Chennai Super Kings,177,160,Rajasthan Royals,Bat,Royals,17 runs,Naman Ojha,Sardar Patel Stadium,Motera
2010,Mumbai Indians,Deccan Chargers,172,131,Deccan Chargers,Field,Mumbai,41 runs,Harbhajan Singh,Dr DY Patil Sports Academy,Mumbai
2010,Delhi Daredevils,Kolkata Knight Riders,177,137,Delhi Daredevils,Bat,Daredevils,40 runs,David Warner,Feroz Shah Kotla,Delhi
2010,Kings XI Punjab,Mumbai Indians,163,164,Mumbai Indians,Field,Mumbai,4 wickets,Lasith Malinga,Brabourne Stadium,Mumbai
2010,Royal Challengers Bangalore,Chennai Super Kings,161,162,Royal Challengers Bangalore,Bat,Super,5 wickets,Murali Vijay,MA Chidambaram Stadium,Chepauk
2010,Delhi Daredevils,Rajasthan Royals,188,121,Delhi Daredevils,Bat,Daredevils,67 runs,Dinesh Karthik,Feroz Shah Kotla,Delhi
2010,Kolkata Knight Riders,Deccan Chargers,181,157,Kolkata Knight Riders,Bat,KKR,24 runs,Sourav Ganguly,Eden Gardens,Kolkata
2010,Kings XI Punjab,Royal Challengers Bangalore,181,184,Kings XI Punjab,Bat,RCB,6 wickets,Kevin Pietersen,Punjab Cricket Association Stadium,Mohali
2010,Chennai Super Kings,Rajasthan Royals,246,223,Chennai Super Kings,Bat,Super,23 runs,Murali Vijay,MA Chidambaram Stadium,Chepauk
2010,Mumbai Indians,Deccan Chargers,178,115,Mumbai Indians,Bat,Mumbai,63 runs,Ambati Rayudu,Brabourne Stadium,Mumbai
2010,Kolkata Knight Riders,Kings XI Punjab,200,204,Kolkata Knight Riders,Bat,Kings,8 wickets,Mahela Jayawardene,Eden Gardens,Kolkata
2010,Delhi Daredevils,Royal Challengers Bangalore,184,147,Delhi Daredevils,Bat,Daredevils,37 runs,Paul Collingwood,Feroz Shah Kotla,Delhi
2010,Rajasthan Royals,Deccan Chargers,159,157,Rajasthan Royals,Bat,Royals,2 runs,Shane Warne,Vidarbha Cricket Association Stadium,Jamtha
2010,Chennai Super Kings,Mumbai Indians,165,141,Chennai Super Kings,Bat,Super,24 runs,Suresh Raina,MA Chidambaram Stadium,Chepauk
2010,Kings XI Punjab,Rajasthan Royals,153,157,Kings XI Punjab,Bat,Royals,9 wickets,Michael Lumb,Sawai Mansingh Stadium,Jaipur
2010,Kolkata Knight Riders,Delhi Daredevils,181,167,Kolkata Knight Riders,Bat,KKR,14 runs,Sourav Ganguly,Eden Gardens,Kolkata
2010,Royal Challengers Bangalore,Deccan Chargers,184,186,Deccan Chargers,Field,Chargers,7 wickets,Tirumalasetti Suman,M Chinnaswamy Stadium,Bangalore
2010,Mumbai Indians,Kings XI Punjab,154,158,Mumbai Indians,Bat,Kings,6 wickets,Kumar Sangakkara,Punjab Cricket Association Stadium,Mohali
2010,Chennai Super Kings,Deccan Chargers,138,139,Chennai Super Kings,Bat,Chargers,6 wickets,Ryan Harris,Vidarbha Cricket Association Stadium,Jamtha
2010,Kolkata Knight Riders,Royal Challengers Bangalore,160,162,Royal Challengers Bangalore,Field,RCB,7 wickets,Vinay Kumar,M Chinnaswamy Stadium,Bangalore
2010,Delhi Daredevils,Kings XI Punjab,111,112,Delhi Daredevils,Bat,Kings,7 wickets,Piyush Chawla,Feroz Shah Kotla,Delhi
2010,Mumbai Indians,Rajasthan Royals,174,137,Rajasthan Royals,Field,Mumbai,37 runs,Sachin Tendulkar,Sawai Mansingh Stadium,Jaipur
2010,Deccan Chargers,Royal Challengers Bangalore,151,138,Royal Challengers Bangalore,Field,Chargers,13 runs,Harmeet Singh,Vidarbha Cricket Association Stadium,Jamtha
2010,Mumbai Indians,Delhi Daredevils,183,144,Mumbai Indians,Bat,Mumbai,39 runs,Kieron Pollard,Brabourne Stadium,Mumbai
2010,Kolkata Knight Riders,Chennai Super Kings,139,143,Kolkata Knight Riders,Bat,Super,9 wickets,Ravichandran Ashwin,MA Chidambaram Stadium,Chepauk
2010,Rajasthan Royals,Royal Challengers Bangalore,130,132,Rajasthan Royals,Bat,RCB,5 wickets,Kevin Pietersen,Sawai Mansingh Stadium,Jaipur
2010,Chennai Super Kings,Delhi Daredevils,112,113,Chennai Super Kings,Bat,Daredevils,6 wickets,Gautam Gambhir,MA Chidambaram Stadium,Chepauk
2010,Kings XI Punjab,Deccan Chargers,174,178,Deccan Chargers,Field,Chargers,5 wickets,Rohit Sharma,Himachal Pradesh Cricket Association Stadium,Dharamsala
2010,Mumbai Indians,Royal Challengers Bangalore,191,134,Royal Challengers Bangalore,Field,Mumbai,57 runs,Ryan McLaren,M Chinnaswamy Stadium,Bangalore
2010,Rajasthan Royals,Kolkata Knight Riders,132,133,Rajasthan Royals,Bat,KKR,8 wickets,Jaydev Unadkat,Eden Gardens,Kolkata
2010,Kings XI Punjab,Chennai Super Kings,192,195,Chennai Super Kings,Field,Super,6 wickets,MS Dhoni,Himachal Pradesh Cricket Association Stadium,Dharamsala
2010,Deccan Chargers,Delhi Daredevils,145,134,Deccan Chargers,Bat,Chargers,11 runs,Andrew Symonds,Feroz Shah Kotla,Delhi
2010,Mumbai Indians,Kolkata Knight Riders,133,135,Mumbai Indians,Bat,KKR,9 wickets,Murali Kartik,Eden Gardens,Kolkata
2010,Mumbai Indians,Royal Challengers Bangalore,184,149,Mumbai Indians,Bat,Mumbai,35 runs,Kieron Pollard,Dr DY Patil Sports Academy,Mumbai
2010,Chennai Super Kings,Deccan Chargers,142,104,Chennai Super Kings,Bat,Super,38 runs,Doug Bollinger,Dr DY Patil Sports Academy,Mumbai
2010,Deccan Chargers,Royal Challengers Bangalore,82,86,Deccan Chargers,Bat,RCB,9 wickets,Anil Kumble,Dr DY Patil Sports Academy,Mumbai
2010,Chennai Super Kings,Mumbai Indians,168,146,Chennai Super Kings,Bat,Super,22 runs,Suresh Raina,Dr DY Patil Sports Academy,Mumbai
2009,Mumbai Indians,Chennai Super Kings,165,146,Chennai Super Kings,Field,Mumbai,19 runs,Sachin Tendulkar,Newlands,Cape Town
2009,Royal Challengers Bangalore,Rajasthan Royals,133,58,Royal Challengers Bangalore,Bat,RCB,75 runs,Rahul Dravid,Newlands,Cape Town
2009,Kings XI Punjab,Delhi Daredevils,,58,Delhi Daredevils,Field,Daredevils,10 wickets,Daniel Vettori,Newlands,Cape Town
2009,Kolkata Knight Riders,Deccan Chargers,101,104,Kolkata Knight Riders,Bat,Chargers,8 wickets,RP Singh,Newlands,Cape Town
2009,Chennai Super Kings,Royal Challengers Bangalore,179,87,Chennai Super Kings,Bat,Super,92 runs,Muthiah Muralidaran,St George's Park,Port Elizabeth
2009,Kings XI Punjab,Kolkata Knight Riders,158,79,Kolkata Knight Riders,Field,KKR,11 runs,Chris Gayle,Kingsmead,Durban
2009,Mumbai Indians,,,,,No Toss,Match,Match abandoned without a ball bowled,,,
2009,Deccan Chargers,Royal Challengers Bangalore,184,160,Deccan Chargers,Bat,Chargers,24 runs,Adam Gilchrist,Newlands,Cape Town
2009,Delhi Daredevils,Chennai Super Kings,189,180,Delhi Daredevils,Bat,Daredevils,9 runs,AB de Villiers,Kingsmead,Durban
2009,Rajasthan Royals,Kolkata Knight Riders,150,150,Kolkata Knight Riders,Field,Tied,Tied,Yusuf Pathan,Newlands,Cape Town
2009,Royal Challengers Bangalore,Kings XI Punjab,168,173,Royal Challengers Bangalore,Bat,Kings,7 wickets,Ravi Bopara,Kingsmead,Durban
2009,Deccan Chargers,Mumbai Indians,168,156,Deccan Chargers,Bat,Chargers,12 runs,Pragyan Ojha,Kingsmead,Durban
2009,Chennai Super Kings,,,,,No Toss,Match,Match abandoned without a ball bowled,,,
2009,Royal Challengers Bangalore,Delhi Daredevils,149,150,Royal Challengers Bangalore,Bat,Daredevils,6 wickets,Tillakaratne Dilshan,St George's Park,Port Elizabeth
2009,Kings XI Punjab,Rajasthan Royals,139,112,Kings XI Punjab,Bat,Kings,27 runs,Kumar Sangakkara,Newlands,Cape Town
2009,Chennai Super Kings,Deccan Chargers,165,169,Deccan Chargers,Field,Chargers,6 wickets,Herschelle Gibbs,Kingsmead,Durban
2009,Mumbai Indians,Kolkata Knight Riders,187,95,Mumbai Indians,Bat,Mumbai,92 runs,Sachin Tendulkar,St George's Park,Port Elizabeth
2009,Delhi Daredevils,Rajasthan Royals,143,147,Delhi Daredevils,Bat,Royals,5 wickets,Yusuf Pathan,SuperSport Park,Centurion
2009,Kolkata Knight Riders,Royal Challengers Bangalore,139,143,Kolkata Knight Riders,Bat,RCB,5 wickets,Mark Boucher,Kingsmead,Durban
2009,Kings XI Punjab,Mumbai Indians,119,116,Kings XI Punjab,Bat,Kings,3 runs,Kumar Sangakkara,Kingsmead,Durban
2009,Deccan Chargers,Delhi Daredevils,148,150,Delhi Daredevils,Field,Daredevils,6 wickets,Dirk Nannes,SuperSport Park,Centurion
2009,Chennai Super Kings,Rajasthan Royals,164,126,Rajasthan Royals,Field,Super,38 runs,Suresh Raina,SuperSport Park,Centurion
2009,Mumbai Indians,Kolkata Knight Riders,148,139,Mumbai Indians,Bat,Mumbai,9 runs,Jean-Paul Duminy,Buffalo Park,East London
2009,Royal Challengers Bangalore,Kings XI Punjab,145,137,Royal Challengers Bangalore,Bat,RCB,8 runs,Yuvraj Singh,Kingsmead,Durban
2009,Deccan Chargers,Rajasthan Royals,141,142,Deccan Chargers,Bat,Royals,3 wickets,Yusuf Pathan,St George's Park,Port Elizabeth
2009,Chennai Super Kings,Delhi Daredevils,163,145,Delhi Daredevils,Field,Super,18 runs,Shadab Jakati,New Wanderers Stadium,Johannesburg
2009,Kolkata Knight Riders,Kings XI Punjab,153,154,Kolkata Knight Riders,Bat,Kings,6 wickets,Mahela Jayawardene,St George's Park,Port Elizabeth
2009,Mumbai Indians,Royal Challengers Bangalore,149,150,Mumbai Indians,Bat,RCB,9 wickets,Jacques Kallis,New Wanderers Stadium,Johannesburg
2009,Chennai Super Kings,Deccan Chargers,178,100,Chennai Super Kings,Bat,Super,78 runs,MS Dhoni,Buffalo Park,East London
2009,Rajasthan Royals,Kings XI Punjab,211,133,Kings XI Punjab,Field,Royals,78 runs,Graeme Smith,Kingsmead,Durban
2009,Kolkata Knight Riders,Delhi Daredevils,154,157,Kolkata Knight Riders,Bat,Daredevils,9 wickets,Gautam Gambhir,Kingsmead,Durban
2009,Deccan Chargers,Mumbai Indians,145,126,Deccan Chargers,Bat,Chargers,19 runs,Rohit Sharma,SuperSport Park,Centurion
2009,Royal Challengers Bangalore,Rajasthan Royals,105,107,Rajasthan Royals,Field,Royals,7 wickets,Amit Singh,SuperSport Park,Centurion
2009,Chennai Super Kings,Kings XI Punjab,,174,Chennai Super Kings,Bat,Super,12 runs,Matthew Hayden,SuperSport Park,Centurion
2009,Mumbai Indians,Delhi Daredevils,116,118,Mumbai Indians,Bat,Daredevils,7 wickets,Ashish Nehra,Buffalo Park,East London
2009,Deccan Chargers,Kings XI Punjab,168,169,Kings XI Punjab,Field,Kings,3 wickets,Mahela Jayawardene,De Beers Diamond Oval,Kimberley
2009,Rajasthan Royals,Chennai Super Kings,140,141,Rajasthan Royals,Bat,Super,7 wickets,S Badrinath,De Beers Diamond Oval,Kimberley
2009,Mumbai Indians,Royal Challengers Bangalore,157,141,Mumbai Indians,Bat,Mumbai,16 runs,Jean-Paul Duminy,St George's Park,Port Elizabeth
2009,Kolkata Knight Riders,Delhi Daredevils,123,125,Delhi Daredevils,Field,Daredevils,7 wickets,Amit Mishra,New Wanderers Stadium,Johannesburg
2009,Deccan Chargers,Rajasthan Royals,166,113,Deccan Chargers,Bat,Chargers,53 runs,Dwayne Smith,De Beers Diamond Oval,Kimberley
2009,Kolkata Knight Riders,Royal Challengers Bangalore,173,176,Royal Challengers Bangalore,Field,RCB,6 wickets,Ross Taylor,SuperSport Park,Centurion
2009,Kings XI Punjab,Mumbai Indians,119,122,Kings XI Punjab,Bat,Mumbai,8 wickets,Harbhajan Singh,SuperSport Park,Centurion
2009,Delhi Daredevils,Deccan Chargers,173,161,Deccan Chargers,Field,Daredevils,12 runs,Rajat Bhatia,Kingsmead,Durban
2009,Chennai Super Kings,Royal Challengers Bangalore,129,132,Chennai Super Kings,Bat,RCB,2 wickets,Ross Taylor,Kingsmead,Durban
2009,Rajasthan Royals,Mumbai Indians,145,143,Rajasthan Royals,Bat,Royals,2 runs,Shane Warne,Kingsmead,Durban
2009,Delhi Daredevils,Kings XI Punjab,120,123,Kings XI Punjab,Field,Kings,6 wickets,Brett Lee,OUTsurance Oval,Bloemfontein
2009,Mumbai Indians,Chennai Super Kings,147,151,Mumbai Indians,Bat,Super,7 wickets,Matthew Hayden,St George's Park,Port Elizabeth
2009,Kolkata Knight Riders,Deccan Chargers,160,166,Deccan Chargers,Field,Chargers,6 wickets,Rohit Sharma,New Wanderers Stadium,Johannesburg
2009,Kings XI Punjab,Deccan Chargers,134,133,Deccan Chargers,Field,Kings,1 run,Yuvraj Singh,New Wanderers Stadium,Johannesburg
2009,Delhi Daredevils,Rajasthan Royals,150,136,Delhi Daredevils,Bat,Daredevils,14 runs,AB de Villiers,OUTsurance Oval,Bloemfontein
2009,Chennai Super Kings,Kolkata Knight Riders,188,189,Chennai Super Kings,Bat,KKR,7 wickets,Brad Hodge,SuperSport Park,Centurion
2009,Delhi Daredevils,Royal Challengers Bangalore,134,135,Delhi Daredevils,Bat,RCB,7 wickets,Jacques Kallis,New Wanderers Stadium,Johannesburg
2009,Rajasthan Royals,Kolkata Knight Riders,101,102,Kolkata Knight Riders,Field,KKR,4 wickets,Laxmi Shukla,Kingsmead,Durban
2009,Chennai Super Kings,Kings XI Punjab,116,92,Chennai Super Kings,Bat,Super,24 runs,Muthiah Muralidaran,Kingsmead,Durban
2009,Mumbai Indians,Delhi Daredevils,165,166,Delhi Daredevils,Field,Daredevils,4 wickets,Virender Sehwag,SuperSport Park,Centurion
2009,Royal Challengers Bangalore,Deccan Chargers,170,158,Royal Challengers Bangalore,Bat,RCB,12 runs,Manish Pandey,SuperSport Park,Centurion
2009,Delhi Daredevils,Deccan Chargers,153,154,Deccan Chargers,Field,Chargers,6 wickets,Adam Gilchrist,SuperSport Park,Centurion
2009,Chennai Super Kings,Royal Challengers Bangalore,146,149,Royal Challengers Bangalore,Field,RCB,6 wickets,Manish Pandey,New Wanderers Stadium,Johannesburg
2009,Deccan Chargers,Royal Challengers Bangalore,143,137,Royal Challengers Bangalore,Field,Chargers,6 runs,Anil Kumble,New Wanderers Stadium,Johannesburg
2008,Kolkata Knight Riders,Royal Challengers Bangalore,222,82,Royal Challengers Bangalore,Field,KKR,140 runs,Brendon McCullum,M Chinnaswamy Stadium,Bangalore
2008,Chennai Super Kings,Kings XI Punjab,240,207,Chennai Super Kings,Bat,Super,33 runs,Michael Hussey,Punjab Cricket Association Stadium,Mohali
2008,Rajasthan Royals,Delhi Daredevils,129,132,Rajasthan Royals,Bat,Daredevils,9 wickets,Farveez Maharoof,Feroz Shah Kotla,Delhi
2008,Deccan Chargers,Kolkata Knight Riders,110,112,Deccan Chargers,Bat,KKR,5 wickets,David Hussey,Eden Gardens,Kolkata
2008,Mumbai Indians,Royal Challengers Bangalore,165,166,Mumbai Indians,Bat,RCB,5 wickets,Mark Boucher,Wankhede Stadium,Mumbai
2008,Kings XI Punjab,Rajasthan Royals,166,168,Kings XI Punjab,Bat,Royals,6 wickets,Shane Watson,Sawai Mansingh Stadium,Jaipur
2008,Deccan Chargers,Delhi Daredevils,142,143,Deccan Chargers,Bat,Daredevils,9 wickets,Virender Sehwag,Rajiv Gandhi International Stadium,Uppal
2008,Chennai Super Kings,Mumbai Indians,208,202,Mumbai Indians,Field,Super,6 runs,Matthew Hayden,MA Chidambaram Stadium,Chepauk
2008,Deccan Chargers,Rajasthan Royals,214,217,Rajasthan Royals,Field,Royals,3 wickets,Yusuf Pathan,Rajiv Gandhi International Stadium,Uppal
2008,Kings XI Punjab,Mumbai Indians,182,116,Mumbai Indians,Field,Kings,66 runs,Kumar Sangakkara,Punjab Cricket Association Stadium,Mohali
2008,Kolkata Knight Riders,Chennai Super Kings,147,152,Kolkata Knight Riders,Bat,Super,9 wickets,Jacob Oram,MA Chidambaram Stadium,Chepauk
2008,Royal Challengers Bangalore,Rajasthan Royals,135,138,Rajasthan Royals,Field,Royals,7 wickets,Shane Watson,M Chinnaswamy Stadium,Bangalore
2008,Delhi Daredevils,Kings XI Punjab,158,162,Delhi Daredevils,Bat,Kings,4 wickets,Simon Katich,Punjab Cricket Association Stadium,Mohali
2008,Mumbai Indians,Deccan Chargers,154,155,Deccan Chargers,Field,Chargers,10 wickets,Adam Gilchrist,Dr DY Patil Sports Academy,Mumbai
2008,Chennai Super Kings,Royal Challengers Bangalore,178,165,Chennai Super Kings,Bat,Super,13 runs,MS Dhoni,M Chinnaswamy Stadium,Bangalore
2008,Kolkata Knight Riders,Mumbai Indians,137,138,Kolkata Knight Riders,Bat,Mumbai,7 wickets,Sanath Jayasuriya,Eden Gardens,Kolkata
2008,Delhi Daredevils,Royal Challengers Bangalore,191,181,Royal Challengers Bangalore,Field,Daredevils,10 runs,Glenn McGrath,Feroz Shah Kotla,Delhi
2008,Rajasthan Royals,Kolkata Knight Riders,196,151,Rajasthan Royals,Bat,Royals,45 runs,Swapnil Asnodkar,Sawai Mansingh Stadium,Jaipur
2008,Deccan Chargers,Kings XI Punjab,164,167,Kings XI Punjab,Field,Kings,7 wickets,Shaun Marsh,Rajiv Gandhi International Stadium,Uppal
2008,Chennai Super Kings,Delhi Daredevils,169,172,Chennai Super Kings,Bat,Daredevils,8 wickets,Virender Sehwag,MA Chidambaram Stadium,Chepauk
2008,Royal Challengers Bangalore,Deccan Chargers,156,153,Deccan Chargers,Field,RCB,3 runs,Praveen Kumar,M Chinnaswamy Stadium,Bangalore
2008,Kings XI Punjab,Kolkata Knight Riders,178,169,Kings XI Punjab,Bat,Kings,9 runs,Irfan Pathan,Punjab Cricket Association Stadium,Mohali
2008,Mumbai Indians,Delhi Daredevils,162,133,Delhi Daredevils,Field,Mumbai,29 runs,Shaun Pollock,Dr DY Patil Sports Academy,Mumbai
2008,Chennai Super Kings,Rajasthan Royals,109,110,Chennai Super Kings,Bat,Royals,8 wickets,Sohail Tanvir,Sawai Mansingh Stadium,Jaipur
2008,Royal Challengers Bangalore,Kings XI Punjab,126,127,Kings XI Punjab,Field,Kings,6 wickets,Sreesanth,M Chinnaswamy Stadium,Bangalore
2008,Chennai Super Kings,Deccan Chargers,144,148,Deccan Chargers,Field,Chargers,7 wickets,Adam Gilchrist,MA Chidambaram Stadium,Chepauk
2008,Rajasthan Royals,Mumbai Indians,103,104,Mumbai Indians,Field,Mumbai,7 wickets,Ashish Nehra,Dr DY Patil Sports Academy,Mumbai
2008,Delhi Daredevils,Chennai Super Kings,187,188,Chennai Super Kings,Field,Super,4 wickets,MS Dhoni,Feroz Shah Kotla,Delhi
2008,Kolkata Knight Riders,Royal Challengers Bangalore,,124,Kolkata Knight Riders,Bat,KKR,5 runs,Sourav Ganguly,Eden Gardens,Kolkata
2008,Deccan Chargers,Rajasthan Royals,140,141,Rajasthan Royals,Field,Royals,8 wickets,Yusuf Pathan,Sawai Mansingh Stadium,Jaipur
2008,Chennai Super Kings,Kings XI Punjab,181,163,Kings XI Punjab,Field,Super,18 runs,Lakshmipathy Balaji,MA Chidambaram Stadium,Chepauk
2008,Kolkata Knight Riders,Deccan Chargers,204,181,Kolkata Knight Riders,Bat,KKR,23 runs,Sourav Ganguly,Rajiv Gandhi International Stadium,Uppal
2008,Delhi Daredevils,Rajasthan Royals,156,159,Rajasthan Royals,Field,Royals,3 wickets,Shane Watson,Sawai Mansingh Stadium,Jaipur
2008,Royal Challengers Bangalore,Kings XI Punjab,143,144,Royal Challengers Bangalore,Bat,Kings,9 wickets,Shaun Marsh,Punjab Cricket Association Stadium,Mohali
2008,Kolkata Knight Riders,Delhi Daredevils,133,110,Kolkata Knight Riders,Bat,KKR,23 runs,Shoaib Akhtar,Eden Gardens,Kolkata
2008,Chennai Super Kings,Mumbai Indians,156,158,Mumbai Indians,Field,Mumbai,9 wickets,Sanath Jayasuriya,Wankhede Stadium,Mumbai
2008,Delhi Daredevils,Deccan Chargers,194,182,Deccan Chargers,Field,Daredevils,12 runs,Amit Mishra,Feroz Shah Kotla,Delhi
2008,Kolkata Knight Riders,Mumbai Indians,67,68,Mumbai Indians,Field,Mumbai,8 wickets,Shaun Pollock,Wankhede Stadium,Mumbai
2008,Rajasthan Royals,Royal Challengers Bangalore,197,132,Royal Challengers Bangalore,Field,Royals,65 runs,Graeme Smith,Sawai Mansingh Stadium,Jaipur
